Top memorizing neurons:
9.334770441055297852e-01,4.300000000000000000e+01,4.000000000000000000e+00
9.332951307296752930e-01,4.200000000000000000e+01,4.000000000000000000e+00
9.190266728401184082e-01,4.200000000000000000e+01,3.000000000000000000e+00
9.146471023559570312e-01,4.100000000000000000e+01,4.000000000000000000e+00
9.140864014625549316e-01,4.700000000000000000e+01,2.000000000000000000e+00
9.117172956466674805e-01,4.300000000000000000e+01,3.000000000000000000e+00
8.578582406044006348e-01,4.200000000000000000e+01,5.000000000000000000e+00
8.535096049308776855e-01,4.800000000000000000e+01,0.000000000000000000e+00
8.513011932373046875e-01,3.900000000000000000e+01,2.570000000000000000e+02
8.483933210372924805e-01,4.000000000000000000e+01,2.570000000000000000e+02
8.455342650413513184e-01,3.700000000000000000e+01,2.570000000000000000e+02
8.414953351020812988e-01,4.100000000000000000e+01,5.000000000000000000e+00
8.397471904754638672e-01,4.500000000000000000e+01,2.000000000000000000e+00
8.373367786407470703e-01,4.600000000000000000e+01,2.000000000000000000e+00
8.307576179504394531e-01,4.400000000000000000e+01,4.000000000000000000e+00
8.254632353782653809e-01,3.800000000000000000e+01,2.570000000000000000e+02
8.231915235519409180e-01,3.900000000000000000e+01,4.000000000000000000e+00
8.231156468391418457e-01,4.100000000000000000e+01,3.000000000000000000e+00
8.189859986305236816e-01,4.300000000000000000e+01,5.000000000000000000e+00
8.025658130645751953e-01,4.000000000000000000e+01,4.000000000000000000e+00
7.999788522720336914e-01,3.500000000000000000e+01,2.570000000000000000e+02
7.993953824043273926e-01,4.400000000000000000e+01,3.000000000000000000e+00
7.977448105812072754e-01,4.500000000000000000e+01,4.000000000000000000e+00
7.971708774566650391e-01,4.100000000000000000e+01,2.570000000000000000e+02
7.937503457069396973e-01,4.900000000000000000e+01,0.000000000000000000e+00
7.886540889739990234e-01,3.600000000000000000e+01,2.570000000000000000e+02
7.873619198799133301e-01,4.200000000000000000e+01,2.570000000000000000e+02
7.858105897903442383e-01,3.100000000000000000e+01,2.570000000000000000e+02
7.853808403015136719e-01,1.500000000000000000e+01,2.570000000000000000e+02
7.821377515792846680e-01,3.700000000000000000e+01,3.000000000000000000e+00
7.770619988441467285e-01,3.800000000000000000e+01,1.990000000000000000e+02
7.767361402511596680e-01,4.300000000000000000e+01,2.570000000000000000e+02
7.741926312446594238e-01,4.600000000000000000e+01,3.000000000000000000e+00
7.719624638557434082e-01,4.700000000000000000e+01,2.570000000000000000e+02
7.683797478675842285e-01,4.500000000000000000e+01,3.000000000000000000e+00
7.675153613090515137e-01,3.200000000000000000e+01,2.570000000000000000e+02
7.642675638198852539e-01,3.400000000000000000e+01,2.570000000000000000e+02
7.565766572952270508e-01,0.000000000000000000e+00,8.100000000000000000e+01
7.535286545753479004e-01,3.300000000000000000e+01,2.570000000000000000e+02
7.529236674308776855e-01,4.700000000000000000e+01,4.000000000000000000e+00
7.506307959556579590e-01,1.600000000000000000e+01,2.570000000000000000e+02
7.506068944931030273e-01,2.100000000000000000e+01,2.570000000000000000e+02
7.504512071609497070e-01,1.300000000000000000e+01,2.570000000000000000e+02
7.449110150337219238e-01,0.000000000000000000e+00,6.500000000000000000e+01
7.448713183403015137e-01,3.600000000000000000e+01,1.990000000000000000e+02
7.415181994438171387e-01,3.000000000000000000e+01,2.570000000000000000e+02
7.406604886054992676e-01,2.600000000000000000e+01,2.570000000000000000e+02
7.399710416793823242e-01,8.000000000000000000e+00,1.360000000000000000e+02
7.387977242469787598e-01,1.700000000000000000e+01,2.570000000000000000e+02
7.382186651229858398e-01,3.800000000000000000e+01,3.000000000000000000e+00
7.372106313705444336e-01,4.700000000000000000e+01,3.000000000000000000e+00
7.323430776596069336e-01,3.600000000000000000e+01,1.000000000000000000e+00
7.313243150711059570e-01,4.100000000000000000e+01,1.000000000000000000e+00
7.312818169593811035e-01,3.500000000000000000e+01,1.000000000000000000e+00
7.302095890045166016e-01,3.500000000000000000e+01,1.990000000000000000e+02
7.298787236213684082e-01,4.300000000000000000e+01,1.030000000000000000e+02
7.298465371131896973e-01,4.000000000000000000e+01,1.990000000000000000e+02
7.293493151664733887e-01,2.500000000000000000e+01,1.340000000000000000e+02
7.286456227302551270e-01,3.000000000000000000e+00,2.080000000000000000e+02
7.286415100097656250e-01,1.400000000000000000e+01,2.570000000000000000e+02
7.283864021301269531e-01,0.000000000000000000e+00,4.200000000000000000e+01
7.278363704681396484e-01,2.500000000000000000e+01,2.570000000000000000e+02
7.273838520050048828e-01,2.200000000000000000e+01,2.570000000000000000e+02
7.259687781333923340e-01,7.000000000000000000e+00,4.000000000000000000e+01
7.255063652992248535e-01,3.500000000000000000e+01,2.200000000000000000e+01
7.249485850334167480e-01,4.000000000000000000e+01,1.000000000000000000e+00
7.245623469352722168e-01,1.800000000000000000e+01,2.570000000000000000e+02
7.237887382507324219e-01,3.300000000000000000e+01,1.070000000000000000e+02
7.235900163650512695e-01,2.300000000000000000e+01,4.800000000000000000e+01
7.233688235282897949e-01,0.000000000000000000e+00,1.130000000000000000e+02
7.230690121650695801e-01,0.000000000000000000e+00,1.930000000000000000e+02
7.227807641029357910e-01,3.700000000000000000e+01,1.000000000000000000e+00
7.224899530410766602e-01,1.500000000000000000e+01,2.410000000000000000e+02
7.215953469276428223e-01,3.800000000000000000e+01,1.000000000000000000e+00
7.212619185447692871e-01,1.400000000000000000e+01,1.000000000000000000e+00
7.208054661750793457e-01,4.600000000000000000e+01,4.000000000000000000e+00
7.201319932937622070e-01,1.400000000000000000e+01,0.000000000000000000e+00
7.179829478263854980e-01,2.100000000000000000e+01,4.800000000000000000e+01
7.179475426673889160e-01,2.700000000000000000e+01,1.180000000000000000e+02
7.172352075576782227e-01,3.900000000000000000e+01,1.000000000000000000e+00
7.171484231948852539e-01,3.400000000000000000e+01,1.000000000000000000e+00
7.169594168663024902e-01,2.900000000000000000e+01,2.570000000000000000e+02
7.161105871200561523e-01,3.300000000000000000e+01,1.000000000000000000e+00
7.159091234207153320e-01,4.100000000000000000e+01,1.960000000000000000e+02
7.156875133514404297e-01,0.000000000000000000e+00,1.710000000000000000e+02
7.154514789581298828e-01,2.800000000000000000e+01,8.000000000000000000e+01
7.147210240364074707e-01,0.000000000000000000e+00,4.300000000000000000e+01
7.143499255180358887e-01,3.900000000000000000e+01,1.720000000000000000e+02
7.133797407150268555e-01,4.700000000000000000e+01,6.600000000000000000e+01
7.118797302246093750e-01,2.600000000000000000e+01,8.000000000000000000e+01
7.118462324142456055e-01,3.700000000000000000e+01,8.900000000000000000e+01
7.109800577163696289e-01,4.700000000000000000e+01,5.000000000000000000e+01
7.109407186508178711e-01,1.900000000000000000e+01,2.550000000000000000e+02
7.108350992202758789e-01,2.300000000000000000e+01,1.360000000000000000e+02
7.098800539970397949e-01,4.600000000000000000e+01,5.000000000000000000e+00
7.098709344863891602e-01,2.700000000000000000e+01,1.110000000000000000e+02
7.092027664184570312e-01,0.000000000000000000e+00,6.800000000000000000e+01
7.091588377952575684e-01,2.700000000000000000e+01,2.570000000000000000e+02
7.091267108917236328e-01,3.100000000000000000e+01,1.390000000000000000e+02
7.090403437614440918e-01,0.000000000000000000e+00,2.250000000000000000e+02
7.083956003189086914e-01,4.000000000000000000e+01,1.650000000000000000e+02
7.083376049995422363e-01,4.700000000000000000e+01,1.700000000000000000e+01
7.082097530364990234e-01,4.200000000000000000e+01,3.800000000000000000e+01
7.082080841064453125e-01,3.500000000000000000e+01,8.300000000000000000e+01
7.080686688423156738e-01,0.000000000000000000e+00,1.550000000000000000e+02
7.079201340675354004e-01,1.100000000000000000e+01,1.000000000000000000e+00
7.076424360275268555e-01,4.300000000000000000e+01,2.000000000000000000e+00
7.068699002265930176e-01,2.200000000000000000e+01,1.370000000000000000e+02
7.067489624023437500e-01,3.700000000000000000e+01,1.210000000000000000e+02
7.061477303504943848e-01,3.800000000000000000e+01,1.350000000000000000e+02
7.061178088188171387e-01,4.300000000000000000e+01,1.670000000000000000e+02
7.060538530349731445e-01,2.900000000000000000e+01,1.030000000000000000e+02
7.057334184646606445e-01,1.900000000000000000e+01,2.570000000000000000e+02
7.056066989898681641e-01,2.800000000000000000e+01,9.400000000000000000e+01
7.055302262306213379e-01,3.400000000000000000e+01,1.210000000000000000e+02
7.053014636039733887e-01,2.500000000000000000e+01,4.800000000000000000e+01
7.049165368080139160e-01,4.400000000000000000e+01,2.000000000000000000e+00
7.047744989395141602e-01,4.200000000000000000e+01,1.030000000000000000e+02
7.046614289283752441e-01,2.000000000000000000e+01,3.200000000000000000e+01
7.044463157653808594e-01,1.200000000000000000e+01,1.000000000000000000e+00
7.043126225471496582e-01,3.800000000000000000e+01,8.900000000000000000e+01
7.027569413185119629e-01,3.600000000000000000e+01,1.210000000000000000e+02
